business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
3H3oPK49tN3gVd128yvwXw,Heaven Spa,261 Old York Rd,Jenkintown,PA,19046,40.0903341,-75.1243457,2.5,69,1,"{'ByAppointmentOnly': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Day Spas, Skin Care, Nail Salons, Massage, Beauty & Spas, Hair Removal","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-17:0', 'Sunday': '10:0-17:0'}"
xHSWEr45oRhDV9JuuNA6wA,BMW of Devon,20 Lancaster Ave,Devon,PA,19333,40.048111,-75.416265,3.0,74,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Repair, Auto Parts & Supplies, Automotive, Car Dealers, Motorcycle Dealers","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0'}"
vrur_uV5BWrJIEfPKR1PAg,Sevan,517 Fayette St,Conshohocken,PA,19428,40.0774807,-75.3022854,4.5,46,0,"{'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True'}","Hair Salons, Hair Stylists, Beauty & Spas, Hair Removal, Hair Extensions","{'Tuesday': '11:0-19:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '9:0-16:0'}"
Mgaxy0pJAlhAjdNivhu82A,Pad Thai,12676 Lamplighter Sq,Saint Louis,MO,63128,38.5041936,-90.3787473,4.5,343,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BYOB': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""'average'"", 'RestaurantsAttire': ""u'casual'"", 'HappyHour': 'False', 'Corkage': 'False', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'Caters': 'False'}","Thai, Cafes, Vegan, Laotian, Vegetarian, Seafood, Restaurants, Salad, Soup","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
oblCKrCres-ICRKpJNMpUQ,Yellowstone Landscape,30319 Commerce Dr,San Antonio,FL,33576,28.3273649,-82.3149616,1.0,8,1,,"Irrigation, Tree Services, Home Services, Landscaping",
RmwLGLDc2rBo6K6MMPZzBA,Smoke Cigar & Hookah Lounge,4453 Main St,Philadelphia,PA,19127,40.0269376,-75.2265066,3.5,35,1,"{'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': True, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Smoking': ""u'yes'"", 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'BYOB': 'True', 'CoatCheck': 'False', 'DogsAllowed': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'False', 'Corkage': 'True'}","Arts & Entertainment, Shopping, Local Flavor, Lounges, Bars, Tobacco Shops, Hookah Bars, Nightlife, Adult Entertainment","{'Monday': '18:0-22:0', 'Tuesday': '14:0-22:0', 'Wednesday': '14:0-22:0', 'Thursday': '14:0-0:0', 'Friday': '14:0-2:0', 'Saturday': '14:0-2:0', 'Sunday': '14:0-22:0'}"
BR0_skyqyi3XJyoyJc--iw,RiteRug Flooring,4701 Acline Dr E,Tampa,FL,33605,27.953942,-82.405021,2.5,6,1,"{'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Carpeting, Home Services, Home & Garden, Flooring, Carpet Installation, Shopping",
dLMA55z9wdDkUIO-rnhOmw,Preppy Pet Tampa West,13513 Prestige Pl,Tampa,FL,33635,28.0347101,-82.6406443,4.0,21,1,{'BusinessAcceptsCreditCards': 'True'},"Pet Groomers, Pets, Pet Sitting, Pet Boarding, Pet Services","{'Monday': '14:0-19:0', 'Tuesday': '14:0-19:0', 'Wednesday': '14:0-19:0', 'Thursday': '14:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-13:0', 'Sunday': '13:0-16:0'}"
YZuHkSyCchG2sTxqHcAS3w,McGuire Moving & Storage,8645 S Broadway,Saint Louis,MO,63111,38.539385,-90.267091,4.0,10,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Self Storage, Local Services, Movers, Home Services","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-12:0'}"
HkQ_ZTwjVMxBa3HISF5heg,John Gabriel Jr,5961 Ridge Ave,Philadelphia,PA,19128,40.0315449,-75.2125538,4.5,17,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Auto Repair, Automotive, Tires, Gas Stations, Transmission Repair","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:30-14:30'}"
POWmuT9HpKOrE_8fhwuxsg,AAA Airwaves,7410 Edgemere Rd,Tampa,FL,33625,28.06811,-82.568995,5.0,7,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsBitcoin': 'False'}","Home Services, Heating & Air Conditioning/HVAC, Water Heater Installation/Repair, Fireplace Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0'}"
gE7nS4jjV--1Cn1SQWQ2bQ,George E Edgecomb Courthouse,800 E Twiggs St,Tampa,FL,33602,27.9510329,-82.4538903,2.0,9,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Donuts, Public Services & Government, Courthouses, Food",
lqs4uSkDHXvz5nihZf6AFQ,Downtown Fitness Center,2372 St Claude Ave,New Orleans,LA,70117,29.9685778,-90.0525283,3.0,7,1,"{'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True'}","Gyms, Fitness & Instruction, Active Life, Trainers","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
XMLgDwtZ7DLowxAE4P-pVA,Sunshine Nail Salon,624 Baltimore Pike,Springfield,PA,19064,39.9198362,-75.3269377,3.0,21,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'False'}","Nail Salons, Beauty & Spas",
cZIMvj9-vDjec56jPxP5Kw,Engines By Enget,"4690 Longley Ln, Ste 95",Reno,NV,89502,39.487374,-119.760052,5.0,8,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Auto Repair","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
5jmlP_c23iiqYJAuoM_FYA,Cool Springs Wine & Spirits,1935 Mallory Ln,Franklin,TN,37067,35.9548021,-86.8192619,4.0,47,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","Event Planning & Services, Beer, Wine & Spirits, Food, Party Supplies","{'Monday': '0:0-0:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-18:30', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '10:0-19:0'}"
r_axCOfwAPFh4kfn34dA7A,Lutz Haircutters,14605 Livingston Ave,Lutz,FL,33559,28.080811,-82.430783,4.5,8,1,"{'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}","Beauty & Spas, Hair Removal, Hair Salons, Waxing, Local Services, Barbers, Sewing & Alterations","{'Monday': '0:0-0:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-18:0', 'Sunday': '11:0-16:0'}"
AiOtNDU37CAg4E1vw_JJwg,Independent Restoration Services,"857 Norwalk Dr, Ste 1",Nashville,TN,37214,36.1459829,-86.6304483,5.0,13,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Damage Restoration, Environmental Abatement, Local Services, Home Services, Contractors","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
0MIO-rvJAX05ELUNXLamZA,Renown Health Urgent Care - Summit Ridge,4791 Summit Ridge Dr,Reno,NV,89523,39.5211729,-119.8586354,3.5,38,1,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Urgent Care, Health & Medical","{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,8500 Essington Ave,Philadelphia,PA,19153,39.8773236045,-75.2436721818,2.5,172,1,"{'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'NoiseLevel': ""'loud'"", 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': None, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'WiFi': ""'no'"", 'Caters': 'False'}","Cheesesteaks, Restaurants","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Sunday': '5:0-22:0'}"
92L9wSu6STLgViX67X4ANA,The Mane Door Hair & Nail Studio,13679 66 Street NW,Edmonton,AB,T5C 0B8,53.5994081,-113.4428263,2.5,7,0,"{'RestaurantsPriceRange2': '4', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}","Hair Salons, Nail Salons, Beauty & Spas","{'Monday': '11:0-19:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-16:0', 'Saturday': '9:0-16:0', 'Sunday': '10:0-16:0'}"
7uG4WyAMMyo2eI3uQnBTeg,Holt's Cigar Company,"12270 Townsend Rd, Ste 1203",Philadelphia,PA,19154,40.1032576,-74.9856243,4.5,20,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True'}","Tobacco Shops, Cigar Bars, Shopping, Lounges, Nightlife, Bars","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}"
jzXJDMGB81tZK-EISK38IA,Sip Cafe,3939 Gallatin Pike,Nashville,TN,37216,36.219596,-86.727992,4.5,133,1,"{'HasTV': 'False', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'True', 'RestaurantsDelivery': 'True'}","Food, Restaurants, Ice Cream & Frozen Yogurt, Cafes, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}"
_VYWkhKEy3QO1LTD_rTPYQ,Wawa,132 Oxford Valley Rd,Langhorne,PA,19047,40.17946,-74.87067,3.5,16,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'RestaurantsDelivery': 'True'}","Food, Convenience Stores, Sandwiches, Coffee & Tea, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
TdOidl1ipY_HZvCeZwBEuA,Nashville Property Management Pros,106 Mission Ct,Franklin,TN,37067,35.9390404681,-86.8318934666,1.5,13,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Property Management, Home Services, Real Estate","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
y9768zRri3l06mncjhiy4Q,Capri Cleaners,8710 Bryan Dairy Rd,Seminole,FL,33777,27.8711945,-82.7594503,4.0,13,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'BusinessParking': 'None'}","Dry Cleaning & Laundry, Local Services, Laundry Services, Automotive, Car Wash, Dry Cleaning, Sewing & Alterations","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-18:0', 'Sunday': '10:0-14:0'}"
CXzVUcK8utfr9-4h9s61GQ,Kendra Scott,32 Maryland Plz,St. Louis,MO,63108,38.6448623,-90.262797,5.0,7,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Fashion, Home & Garden, Accessories, Home Decor, Shopping, Jewelry","{'Monday': '11:0-17:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-16:0', 'Saturday': '11:0-17:0', 'Sunday': '12:0-17:0'}"
gvb5b44INVSgmNBUGvt2_Q,Borges Electric,,Trenton,NJ,08610,40.1956132,-74.7161489,5.0,6,1,{'BusinessAcceptsCreditCards': 'True'},"Home Services, Generator Installation/Repair, Local Services, Electricians","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
