user_id,business_id,text,date,compliment_count
hl812QcYcZ0cRP3Hxa52dA,kZ1q0K13tFYG_ZJrVvsJHA,Best happy hour! Get the spring rolls.,2011-04-29 23:33:03,0
Cs4EsEO89q5fmarKYMtHJg,kZ1q0K13tFYG_ZJrVvsJHA,"Beers for sips are served in 12oz glasses, not pints.",2015-07-08 21:33:39,0
VL12EhEdT4OWqGq0nIqkzw,hZtDA2MptLT7zdhDQ5bKRQ,Dani rocks!,2017-10-07 13:33:16,0
CE0YzIGs6rWXQtGycNsdSg,dpiaAGgEMm9Lf8dbx0yEJQ,yumz!!!!!,2012-08-05 14:01:54,0
tfZNGpy7wizyz-CNulrrSA,3Qw6FijzcrHYljUFsowaRA,They're open til 7 pm. Yay!,2012-11-27 00:49:42,0
0xZwJbeXr6U1J4cEAclVrQ,lYQKK4KG7z4jMqMBVVfTNg,Best fish tacos and milenesa in town!!!!,2015-10-11 19:30:11,0
g0_x4kVvJAYuk96oCcbOmw,kZ1q0K13tFYG_ZJrVvsJHA,"Get the bartender to serve you popcorn. Sweet, savory, spicy, salty. Win!",2010-02-23 23:14:23,0
I9Qscn-UTiYF0fjnsUw4kQ,xNd_x23g7wiGAjmm5HXfPA,"Sorry, had to, we have five in our party..",2011-05-21 17:29:25,0
jFEYrS6SZz9ucrZjxJsqhg,71auHh4HQ4U-MFdaajahhQ,Health score 100 bar 91 restaurant,2013-12-13 02:02:54,0
LkXNQQaIc5yrKu9Ap87RrA,c-y_ORtoUTFDBXXRVqUehQ,"New Chef. 
New Menu. 
New reason to try a heritage every single season.",2016-01-20 02:45:32,0
Mtjg0qGICixL2u-RbI9KCg,JSpgAY6fzCFU4F6_A-1rOg,The chicken tortilla soup is nice and spicy.,2013-02-20 01:02:04,0
Tcdv6UP-TWs1Gx9Rs9UiLQ,pG3BViWKznBrEPlbV9wxPA,"Typical. Nothing ""Nashville"" about this place but popular and a great bar.",2014-03-13 03:50:39,0
kaHmTcEoVS3oQvfJfDe8kg,yb2vAoH3E-R11yWmnT570w,"Yup, I'm here again",2011-10-02 03:27:04,0
3hZ1Y-U4BCIEv4VouWlzGg,p-P6Vwx5TVXgnk6mNcV0zA,Afternoon teas require 24 hr reservation,2011-08-13 19:50:37,0
3a3af83Efpx6I921Zwuwbw,azN_X6tRwaKZ40AEFr80sA,Best Breakfast around! Ask for Maria,2016-04-17 13:53:22,0
7O1_x_3IlgjpY9BkiZ16xQ,XvV9B9Y4YfVVehSVkX6Ulg,Honey BBQ pork!!,2012-11-22 15:54:31,0
5Y5KbsI5buMcNh2hTFaRpA,rDg7qsQwE55xxJiU65_N7A,Valet is complimentary when you dine or imbibe at 1808 Grille,2013-02-08 19:33:03,0
pMGnea8-RrjFwogKOwQ0xQ,ZoQe78VCyrOkfq76HLevEA,Great customer service! Ask for Jon he's awesome!,2013-07-11 17:36:59,0
xWR-GSPPlt7taGuM1vk_0g,J5RuJwt0lQL-orTy3SFZFA,During the week this place is jumping between 12noon and 2pm. Long line but it goes quick.,2011-08-02 16:02:28,0
OeMDHEXQcsq0ZGhk9Ta7qg,UrSj-PThC681ei_iIAAwMA,Always a friendly casual opportunity to enjoy amazing drinks and awesome food with a energized environment and friendly customer service committed staff.,2016-11-15 20:31:50,0
ET1EHTjE-pSO6mvn2cngoQ,Z0dMjg-GW5J0UUTFZ_wGEA,Now changed owners.  New menu and name!!! Papa joes. Call for a new menu.,2014-09-22 23:47:00,0
G0Mu95b3NXx3EO7gw6B1Zw,O888TgG49aEsY7DsgZrckg,Happy 30th Pam!!!,2012-03-11 01:34:00,0
mJy-5ShuwwYRayxRtl6xxA,ZoQe78VCyrOkfq76HLevEA,Get an appointment first if possible. It makes your wait considerably shorter.,2012-01-19 18:37:09,0
rTJ3EecGoQNbfFj7mqjDmw,yb2vAoH3E-R11yWmnT570w,Beat waiting in the heat and order online :),2011-07-29 15:57:20,0
iufxZZ67gm68hoc95nZCww,aDnMMEmY7gm_oPIlweKHTQ,Everything is for me to order which is great if you have dietary restrictions.,2016-04-27 21:46:45,0
Ig2ttf1xX2Ihlm0nsykaTw,yb2vAoH3E-R11yWmnT570w,All the tables have to share one set of sauce condiments now? So happy I only eat here when fucked up.:/,2012-05-26 06:48:28,0
m4m8YBEDo5qJafW3qSei4A,xNd_x23g7wiGAjmm5HXfPA,"Machaca taco salad...it a ""salad""!!",2012-08-12 20:47:50,0
ld0AperBXk1h6UbqmM80zw,pG3BViWKznBrEPlbV9wxPA,Late lunch,2013-06-08 19:13:36,0
hYPVPwbAdcaPeqJ2N_PAcA,71auHh4HQ4U-MFdaajahhQ,Fresh homegrown peppers,2011-10-20 19:26:24,0
AFLID_qyrrbEepehgVvbSg,EWs93-O_zF1mpGVZka2Tdw,Fast friendly service,2015-06-17 20:45:16,0
ez24d08Qyqb7mCKEuTaifQ,nF5QByCz21MY0KLtSoB5KA,Wall of cheesecake when you walk in!,2011-01-24 00:34:09,0
ZPzBbBPIG2MJuRd72XQHXw,yb2vAoH3E-R11yWmnT570w,Get a Watermelon Agua Fresca!,2012-05-30 22:35:36,0
baF9ZT3OChvZrok30cMXIQ,UrSj-PThC681ei_iIAAwMA,Try the funnel fries,2013-08-16 04:25:13,0
CHZv8p9fCJZ6DRcHLrT7Mw,1fGaY2WlGv2l4as6UkMFrg,Brunch show happiness!,2012-04-15 17:44:34,0
1ygI_2QNJEDOodTK5468ew,jW63U-oCMlVoNZarheItpA,All you can eat fish fry on Fridays...just not during Lent.,2014-03-21 02:55:30,0
VL12EhEdT4OWqGq0nIqkzw,bRPp0_j18eUkec27IqONog,Clean and well organized!,2016-08-19 02:58:46,0
PTX3ps_kEII6VnHPXz2qAg,dL0GYNilzv_esQ6GD5Vcqw,Club sandwich and a coke icee,2013-09-02 04:07:57,0
OeMDHEXQcsq0ZGhk9Ta7qg,UrSj-PThC681ei_iIAAwMA,Park in close lots tonight. Parking lot full but service is not showing strain. Great food & beverages and obviously the place to be tonight.,2016-11-20 00:15:16,0
eTvp_hYnsrI5-ow_sQ31_g,YLYPbD65_LiRLSn8hVlzQQ,Great service!,2012-10-25 02:28:22,0
mxeq9l3IvlqFbzgVycn9Tg,BAaU9XVWHtSYU16BxdZERw,They parking attendants will try to wave you into the lots but there is plenty of street parking around the corner.,2011-04-29 01:24:33,0
f1CWR_LCMT4jcNUdXCtn9Q,wQlXQCNugxezFCxCaKf6rw,They have a notary here! Usually present from 8a-3p. This is big as most banks do not notarize documents that do not have to deal with bank business anymore,2016-02-09 17:09:06,0
qOAYy-WGn54j7LyiqKU-OQ,Wrbv1yWUC-Pxw3kizAVyBA,Zumba!!,2012-04-19 14:16:45,0
dujrCmRbjrP7-cBRxrYkAw,wVrJOXjRrPKIfZbNnrl3ow,They are on summer break until 9/5/16,2016-08-24 18:49:56,0
GiDEYoUkTFzT8N1mXYV7gg,syZwSaIJ-Hh6mQAu9JRVnQ,"Just order a all coffee, refills are free! :)",2013-05-21 17:11:04,0
eWu1xPt52B-yMZmIyBIUsw,x0PVHA7c29C_OZhcuTw9tg,Their chocolate cookies are awesome. We always go here when we have a buy one get one free coupon.,2011-05-04 23:07:24,0
X7cade4By6ENDk54g7XRtg,kZ1q0K13tFYG_ZJrVvsJHA,Great happy hour! 4-7 pm every day of the week,2014-04-11 23:21:10,0
Uk3X2AypU8AqvcYEVf7s6Q,MAIfD4kJDCydgoD1l2b_vw,When you cash in your Yelp check-in bonus pour ask for the sexual chocolate.,2015-03-19 22:33:28,0
HJqgI2JJ9cLO4tQVXPlC0w,Jn_F3hYqknRTepCg6om04Q,grilled fish tacos!,2017-11-29 00:53:51,0
vRVyOzmEKGOxMFkJI_-XKA,x_b2wweMFSJ3i6SoNtbtDQ,Sigh,2012-03-23 00:16:36,0
ld0AperBXk1h6UbqmM80zw,pG3BViWKznBrEPlbV9wxPA,Yummi..bbq burger,2012-10-20 17:22:08,0
cPT-E02ZVvzevldYI-vrAg,wVrJOXjRrPKIfZbNnrl3ow,New eat in location !,2012-11-09 00:16:18,0
jFEYrS6SZz9ucrZjxJsqhg,71auHh4HQ4U-MFdaajahhQ,Chicken and rice is always nice,2011-04-08 21:59:58,0
D5VHN977GB-Wk1esSU9VaA,ZUp2DI8r1ro5iY3ldR6x6w,"$3.50 BLT, great bargain and loaded with thick bacon.",2012-03-15 14:38:45,0
G0hBRUILvtCOemqQP_kG-A,yb2vAoH3E-R11yWmnT570w,Serving food out of a bus...... def the coolest place ever!,2013-09-11 20:44:57,0
FPOLMElOP7XpqlwgoT9KLg,sRBpVgN5ExR7lOrBGWZZxQ,Awesome fish fries!!,2011-03-19 00:40:47,0
gz9Vd7-YBoK3aqf1O1ngNw,wVrJOXjRrPKIfZbNnrl3ow,Everything here is awesome so explore the menu- if you can get past the craveworthy pizza!,2014-07-05 21:16:10,0
ceY2cFSeZGfN48-W9N8G-w,7-cy4Gphx_pd5YElcA6Ocw,"Super packed at noon, better to come around 1pm",2010-09-16 17:16:11,0
QNMY5XhLjoAtBdIOdlSPDw,kZ1q0K13tFYG_ZJrVvsJHA,Totally friendly!,2014-04-19 00:19:48,0
T74Ex3g-1cxqlumV3kYXNg,P4FbQGEWTp73MXjG1N-e_g,Come on Mondays for $5 Margherita pizza.,2015-07-09 00:46:21,0
6vkpv83qqWftvcE36RIlVQ,bq0n3CQy1CkE_WUe76zQvg,beware when ordering takeout over the phone: rice is not included & they won't bother to ask if you want a side order to go with your meal.,2011-07-31 22:54:21,0
KwRH-AC-R077WT4pfkiYLw,Ux4a4nH0Tq1CFvPr7rC05Q,"The guys here are too nice. Always getting me some kind of discount (10% off for students, for example).... prob gonna update 4 stars to 5. Let's see if I get out of here in an hour.",2013-03-26 18:45:43,0
MLjsIHbz1UWQ65wGSs0Cqw,XvV9B9Y4YfVVehSVkX6Ulg,I stop here often. Best duck around. Bring cash!,2014-10-25 18:54:56,0
G46oXgURGTgbxU6NJemLJQ,HuDNHqKv9n1mWpe4BqCnwA,Ask for extra sauce to get the regular amount of hot sauce on your wings.,2014-10-13 01:10:44,0
eOCzLiZqtZLjcQDocPm7Lw,yukhGNx1-95mr1IivCU31Q,Just saw Chef Jen,2010-05-13 22:51:41,0
en9InA1FGqAbbM2-KpqgBA,Jhveiv-fOQgiPNLDTZATQg,"Talk to Kieth, that dude knows his stuff.",2015-03-07 21:53:13,0
qjfMBIZpQT9DDtw_BWCopQ,yb2vAoH3E-R11yWmnT570w,Order online it's a bit faster. Lunch is a zoo,2012-01-06 17:33:44,0
0Igx-a1wAstiBDerGxXk2A,wHtwR8TKTKE-jHivmkCBhw,Moved to the St. Charles route permanently,2014-02-22 01:10:01,0
uPsI8YoFl3N90B4ND5Cdjw,2ptjkvLvDmD3zzEXzM3tsQ,"Bring your appetite, because you're going to need it!",2012-03-31 02:09:22,0
I9Qscn-UTiYF0fjnsUw4kQ,xNd_x23g7wiGAjmm5HXfPA,Because I can...,2011-08-06 02:44:01,0
hF6HP31AWBjlRVE4Jc_WyA,BCPpFA_h3l4F73H7ouLrbQ,Cheddar on my burgers and extra seasoning on my fries,2014-04-24 22:35:38,0
JITevzyEgskIJc6sgOyEgw,W3B346yh3v7r0DkJWV1Wcg,Feeling Shaburrific!,2012-10-06 00:49:05,0
4-M38FPX7WsfQmmbXYD8BQ,O_l8AIlR2RJvNPq4CDMbtQ,"Absolutely love this place! Preston blues band is awesome the staff is friendly and after 3 crown &cokes, 2 hurricanes, 3 beers, an order of wings and a shrimp basket I have only paid 55$ that's plus tip! Wifey having a great time so it's all good!",2012-10-20 04:30:27,0
tw7FIwLw8-GqiuqxJ7A2pg,syZwSaIJ-Hh6mQAu9JRVnQ,It's sooo loud here :(,2012-01-14 21:02:36,0
EBb_sDokphh8jRERbJEQ2A,HhR2Lw4DxN_XKQZHG_TImQ,Run away fast! Bad food and bad service are abundant here.,2015-05-18 09:34:35,0
KXCQGyusfBTyUClLewNBjg,7TkgWz7fLbMBjkS_RTTOIg,Sign up for their text specials; signs are posted around the office.,2016-02-11 18:48:53,0
AED6tP0v4aMPd9-YtjPcPg,BCPpFA_h3l4F73H7ouLrbQ,Get that bison burger cooked med rare so it's juicy and delicious!,2014-04-05 19:09:21,0
FewOog095KFPHUNVxCIncQ,Ln5YYVrJWLXh5dFFK4jtTA,So nice,2013-12-10 22:59:36,0
3I1QFCr5LXL--CUMKQPkkw,MAIfD4kJDCydgoD1l2b_vw,$5 for 4 tastings of beer. Free tasting if you buy a 6-pack!,2011-04-21 22:53:07,0
cSKLV3CudAbHGW5GOHoRJQ,KcGCtmMca0EjY_wCv_HN4Q,First game of pool is usually free.,2014-09-19 16:55:50,0
Lpcd2GQEkAzFoMfP8vUYWw,kZ1q0K13tFYG_ZJrVvsJHA,Edamame dumplings and pork buns goodness,2012-06-02 21:49:39,0
5JRrwPNQH3mMIXVEOYuZMw,Si6LXSR9gvAbmgO5DzV2cw,Great food and service! Outstanding seafood platter!,2016-07-31 15:10:26,0
2eGFqTJvUvdh_DhFdF1jGw,SekWxm92phAL_P_KySUnxA,Love BW3! Parmesan garlic was awesome! Service was great. Place was a little empty. The Pistons lost ... Oh well.,2013-02-26 04:23:19,0
k8y8sNAXTl6XMzg5Qr61rg,BAaU9XVWHtSYU16BxdZERw,Trey!,2011-02-24 00:43:40,0
IEvHRP2gZcRSlWsKFdj3nA,BAaU9XVWHtSYU16BxdZERw,Girl Talk!,2011-02-05 02:57:22,0
oAvO0BOHOagOI7WVGXlWSA,NMEbgipe1SelnzxyjZ6sAw,Had a fabulous massage for only 30 minutes! It costs me only $28! Worth it. I felt soo exhausted after the massage!,2013-04-14 01:36:28,0
sjX6nkd7PgojHHsUqd0rdg,kZ1q0K13tFYG_ZJrVvsJHA,Awesome every time!,2015-05-29 22:32:27,0
BJq8O37yqmAAx0u7b38U5A,hy5GpGXAna-5qrb3zNub6g,"Tortilla soup is good. Wifi is free for 60 minutes but you have to supply your name & email address, which I don't want to do because I don't need more junk mail.",2014-07-06 16:38:25,0
f4mbT-nxg2AJhqxB6XgnlA,RQHkvWdx3VjyFCgQ8vO2QQ,"Yelp deal 10 for 20 works great, then check in for a free beverage. Double Dip!",2013-09-20 00:13:23,0
Ig2ttf1xX2Ihlm0nsykaTw,yb2vAoH3E-R11yWmnT570w,Still love taco bus.:),2014-01-06 02:59:49,0
Ig2ttf1xX2Ihlm0nsykaTw,yb2vAoH3E-R11yWmnT570w,"LOVE THE BUS! Gotta rewrite my  review, make it better. They deserve it.:)",2012-08-14 05:36:33,0
bNnBwW5kNO77KTgMeVhxKg,SFEgfop7CqrQ5Dc8xOuayw,Great return policy. They even do price adjustments if an item goes on sale within 10 days of original purchase.,2017-10-01 22:52:11,0
urlkH0a4i7FWkoR2mgICiw,2AVA3WSH76LXCCBEzSKNqQ,The $1 drafts are the best deal in town and the salads are huge with heavy toppings.,2013-06-02 23:03:00,0
h4R6fncPMTOOjlAg8gOhnQ,xNd_x23g7wiGAjmm5HXfPA,Sometimes you wanna go where everybody knows your name,2014-04-11 15:24:42,0
T6TInNEhz-qm5tT_ZjQEoA,nF5QByCz21MY0KLtSoB5KA,Best cream chip beef I've ever had. I get it with 2 eggs on top to add to the duhliciousness.,2014-09-01 17:03:07,0
A4YsDUocwpqCjtaMS32R6g,3fOFPhFMwtdtFBSB4om2vQ,Time to work out,2016-12-27 22:25:50,0
WIDiCSoG68ScNeLLhORN6A,HddE1bPVuTas6hACmHVcUQ,Great Pharmacy. I think they're fantastic people here- better than other CVS stores I've visited and used. They do great work.,2015-11-07 18:44:00,0
3tAW8YObI7gpFggazZEsOg,-kqjc8DxxRac4cz2qTKCLw,The movie theater will validate your parking ticket if you park in the parking garage down the street.,2014-10-17 04:00:19,0
NeSUQaDeLEa1hN_OhjPaeA,BAaU9XVWHtSYU16BxdZERw,Bring very little with you and get there slightly early for choice of parking and to grab a seat either down or upstairs.,2009-11-03 20:55:21,0
YnKfyDwUtze7RYSrnI4jVw,5LSXamvhXOS8XeimJx9SkA,Get the shopping in before the crazies come out,2011-01-09 15:16:31,0
BhLqJoLFyW14zv9k7Gr1mw,W3B346yh3v7r0DkJWV1Wcg,"Closed for a ""private party"" on a Saturday night?? Hope it was worth it!",2013-06-16 02:37:12,0
awZlJV8_XElNqbbmleKYrw,yb2vAoH3E-R11yWmnT570w,Awesome and open 24/7,2011-01-05 05:08:04,0
LK5O-lkUKwTKCBote4I1yQ,niYgIO2ZMUX7CVvr1B5McQ,Still working on the menu. I really need to update my review.,2010-06-30 22:19:32,0
JePLTE3biR50IvtTWVGgRg,Jn_F3hYqknRTepCg6om04Q,Massive Burritos!,2013-08-27 00:07:44,0
fAJ4v8WKt7DYkC2dskayvQ,deJd43rpViQxkOmn-gz-Lg,Cash only. No dine in.,2016-12-02 18:04:40,0
W67nXodRWTIa-d1NJlncvA,iBnj2wBO5-3moZ7corhp-w,Kick it off on the monsoon patio with al perry and his desert cattle,2013-08-24 04:12:10,0
Bur246IVFlKMvmk-XiPhfg,vT1zrTTIji2JDhUHjFKopg,"The tomato soup is a thing of beauty, chunky and creamy, a real comfort food.",2015-02-24 18:44:28,0
om5ZiponkpRqUNa3pVPiRg,rDg7qsQwE55xxJiU65_N7A,Try the flatbread!,2012-09-06 23:03:02,0
xXmtvRLU_Qpz0FT09mXGgQ,pG3BViWKznBrEPlbV9wxPA,PRSA Social Media event,2012-07-25 22:37:38,0
Qtz_RZIdqBKq71BH8sIwJQ,yb2vAoH3E-R11yWmnT570w,Dinnertime!,2011-11-16 21:01:12,0
p4f9maOmEL24Z5H5k1zrnQ,_XqG090bh8QAELm4GvN4iQ,Horrible hoagies,2010-12-25 04:19:09,0
I9Qscn-UTiYF0fjnsUw4kQ,xNd_x23g7wiGAjmm5HXfPA,Viva la New  Mexico,2011-06-14 15:35:08,0
fenxfp_BJQs3V0GR0_NnTg,J5RuJwt0lQL-orTy3SFZFA,You need to do a line of coke in the parking lot to be hyped and ready to go for ordering your food.,2017-03-31 22:22:57,0
FkFS0dW6GfAwpElYBTbaDA,EwWcloIMj8zflH5Dc16-nw,"This place is amazing, the fish is really fresh. Probably one of the best spicy tuna rolls I've had and the salmon nigiri is excellent also. Everything was great, nice staff and very clean and cozy.",2012-06-05 00:41:49,0
GcdYgbaF75vj7RO6EZhPOQ,NdMmS2RcGHESPH7JGgt8eA,Excellent introduction to East Passyunk restaurants!,2014-04-27 13:08:47,0
QaBNIUwzgN4v_5wjmlJOCg,iBnj2wBO5-3moZ7corhp-w,HoCo,2010-09-26 02:45:00,0
