business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
TvT6zNBiIzSZRPDN66Mh5w,Shipwreck Cove,3361 Bell Rd,Nashville,TN,37214,36.1344143018,-86.622025505,3.5,92,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'outdoor'"", 'CoatCheck': 'False', 'RestaurantsDelivery': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'loud'"", 'HappyHour': 'True', 'BusinessAcceptsBitcoin': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True'}","Bars, Nightlife, Restaurants, American (New)","{'Tuesday': '15:0-20:0', 'Wednesday': '15:0-20:0', 'Thursday': '15:0-20:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}"
rt6lcPtpesJkPOuHVxP2Ow,Nails & More,852 Arnold Commons Dr,Arnold,MO,63010,38.437758,-90.38273,2.0,9,1,,"Beauty & Spas, Nail Salons",
gfwZ5fVbTvGcc9PPNtE0VA,Modera Prime 235,235 3rd Ave N,St. Petersburg,FL,33701,27.775356,-82.636405,4.0,9,0,"{'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Apartments, Real Estate, Home Services, Property Management",
05tQr30d0SSHrahA4gV6Pw,Mimi’s Subway,46 N Florissant Rd,Ferguson,MO,63135,38.7461870099,-90.3048264681,4.5,5,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","American (New), American (Traditional), Restaurants, Chicken Wings, Pizza","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '9:0-21:0'}"
jRli2vEECulpPyUAp_V1Gw,The Massage Center,3312 W Kennedy Blvd,Tampa,FL,33609,27.9443987,-82.4980773,4.0,8,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Massage Therapy, Health & Medical","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}"
76GfaYgma8u13JuRbdlifA,Rivergate Mall,1000 Rivergate Pkwy,Goodlettsville,TN,37072,36.302387801,-86.6983054253,2.5,30,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Shopping Centers, Shopping","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '12:0-18:0'}"
_-GYicUDtfIfMs2SiXdJIA,Kung Fu Tea,22 Lancaster Ave,Ardmore,PA,19003,40.0080694,-75.2919492,4.0,32,1,"{'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True'}","Juice Bars & Smoothies, Asian Fusion, Restaurants, Bubble Tea, Food, Coffee & Tea","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
eXcr_sCnK26HwIYC4Qy2zQ,Car-X Tire & Auto,7050 Watson Rd,Saint Louis,MO,63119,38.584409,-90.315979,3.0,21,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Repair, Oil Change Stations, Tires, Transmission Repair, Automotive","{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '7:30-17:0'}"
SrAwZkZaQtniHw0XDQsIcA,Conroy's Gulf,902 Jenkintown Rd,Elkins Park,PA,19027,40.0834155,-75.1138318,4.5,7,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Auto Repair, Gas Stations","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0'}"
lqZh59r3bPxTQCOC8FbcDQ,Varela Westshore Apartments,1701 N Lois Ave,Tampa,FL,33607,27.9581634,-82.5132521,4.0,42,1,"{'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True'}","Home Services, Real Estate, Apartments","{'Monday': '10:0-19:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0'}"
uqWIopIMVJnm9JJ_tkPHmQ,Eagle Auto Body & Paint,9193 Hwy 23,Belle Chasse,LA,70037,29.8361473848,-90.0006959695,1.5,5,1,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Automotive, Towing, Body Shops, Motorcycle Repair, Auto Parts & Supplies","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
vLo4nFhbaIq46-Sg01XOHQ,The Phone Plugz,7331 Frankford Ave,Philadelphia,PA,19136,40.0370208,-75.0393999,3.5,5,1,"{'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Mobile Phones, Electronics, Shopping, Local Services, Mobile Phone Repair, IT Services & Computer Repair, Mobile Phone Accessories, Electronics Repair, Watch Repair","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-15:0', 'Saturday': '11:0-19:0'}"
Al2aKKCzY2wF3eS00W5MFA,German Park Oktoberfest,8600 S Meridian,Indianapolis,IN,46217,39.6406118714,-86.1599893335,3.5,8,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True'}","Festivals, Arts & Entertainment",
slpaEZJt0mVhUY4XbgR74w,Taco Del Mar,"2976 E State St, Ste 100",Eagle,ID,83616,43.6842668,-116.3177061,3.5,23,1,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'DriveThru': 'False', 'BusinessParking': 'None', 'BYOB': 'False', 'Corkage': 'False'}","Restaurants, Mexican, Fast Food, Tex-Mex","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '10:0-21:30', 'Sunday': '10:0-21:30'}"
bdmcaS4waQe9ScH3hEyh7Q,Comfort Suites Airport,2710 Idaho Ave,Kenner,LA,70062,30.005497,-90.237785,3.0,32,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
